GeographyCode,QS605NI0001,QS605NI0002,QS605NI0003,QS605NI0004,QS605NI0005,QS605NI0006,QS605NI0007,QS605NI0008,QS605NI0009,QS605NI0010,QS605NI0011,QS605NI0012,QS605NI0013,QS605NI0014,QS605NI0015,QS605NI0016,QS605NI0017,QS605NI0018,QS605NI0019,QS605NI0020,QS605NI0021,QS605NI0022,QS605NI0023,QS605NI0024,QS605NI0025,QS605NI0026,QS605NI0027,QS605NI0028,QS605NI0029,QS605NI0030,QS605NI0031,QS605NI0032,QS605NI0033,QS605NI0034,QS605NI0035
N00000180,104,5,3,2,3,0,1,2,0,8,1,3,1,0,3,13,12,1,12,0,6,4,2,18,12,6,13,10,3,11,10,1,21,3,18
N00000181,145,10,9,1,14,7,3,4,0,15,4,1,2,4,4,20,19,1,16,4,5,3,4,14,11,3,14,13,1,15,6,9,27,4,23
N00000182,91,7,6,1,3,1,0,0,2,7,1,2,1,2,1,26,22,4,13,1,9,1,2,8,6,2,10,7,3,9,3,6,8,4,4
N00000183,151,17,8,9,30,5,9,6,10,13,2,0,0,1,10,35,28,7,13,2,1,5,5,7,5,2,12,11,1,6,5,1,18,4,14
N00000184,156,12,6,6,24,1,14,4,5,22,5,2,0,2,13,33,27,6,21,0,9,7,5,7,5,2,17,15,2,6,6,0,14,1,13
N00000185,78,9,2,7,15,1,6,4,4,2,1,0,0,0,1,12,7,5,11,0,4,7,0,9,7,2,6,5,1,1,0,1,13,1,12
N00000186,121,10,4,6,18,5,8,2,3,12,1,2,1,2,6,13,10,3,17,0,11,5,1,12,9,3,17,16,1,5,3,2,17,1,16
N00000187,92,3,1,2,3,2,1,0,0,3,1,0,0,0,2,14,13,1,13,1,5,6,1,19,16,3,15,15,0,6,1,5,16,1,15
N00000188,149,9,4,5,10,2,2,2,4,7,0,2,3,0,2,16,14,2,27,2,12,9,4,22,11,11,25,22,3,12,5,7,21,5,16
N00000189,160,19,12,7,27,3,8,8,8,9,0,1,0,1,7,42,36,6,23,10,9,1,3,12,10,2,14,14,0,5,3,2,9,3,6
N00000190,147,9,5,4,18,5,9,2,2,10,1,1,1,2,5,22,19,3,23,2,14,4,3,25,17,8,15,13,2,13,3,10,12,0,12
N00000191,157,11,9,2,16,4,3,5,4,9,2,1,1,1,4,32,25,7,19,3,13,0,3,14,10,4,22,21,1,17,9,8,17,1,16
N00000192,167,7,4,3,7,2,3,0,2,14,1,4,4,0,5,29,24,5,23,3,7,9,4,19,17,2,20,17,3,24,9,15,24,3,21
N00000193,113,8,7,1,8,0,2,2,4,9,1,0,4,2,2,15,14,1,11,0,4,4,3,13,10,3,22,20,2,18,9,9,9,0,9
N00000194,109,8,3,5,7,2,3,2,0,12,2,0,0,3,7,22,18,4,13,1,4,3,5,13,9,4,9,9,0,13,2,11,12,3,9
N00000195,83,3,3,0,4,1,2,1,0,5,2,0,2,0,1,16,14,2,8,0,2,6,0,8,7,1,12,10,2,7,4,3,20,3,17
N00000196,69,4,3,1,7,1,4,1,1,1,0,0,1,0,0,6,5,1,10,1,2,4,3,7,6,1,8,8,0,13,5,8,13,3,10
N00000197,171,7,3,4,16,4,6,3,3,18,2,5,0,1,10,42,36,6,24,1,11,8,4,13,10,3,18,14,4,14,8,6,19,6,13
N00000198,156,11,6,5,24,4,6,8,6,15,3,0,1,1,10,27,20,7,24,9,7,6,2,12,10,2,13,11,2,14,3,11,16,1,15
N00000199,185,16,13,3,24,2,13,4,5,17,2,1,0,2,12,48,40,8,22,4,9,5,4,14,12,2,18,15,3,14,7,7,12,1,11
N00000200,179,15,9,6,25,8,10,4,3,13,3,2,1,0,7,39,32,7,29,2,9,11,7,17,11,6,14,12,2,14,5,9,13,1,12
N00000201,146,23,11,12,32,3,10,8,11,12,3,1,0,3,5,24,19,5,17,2,6,3,6,10,9,1,9,7,2,9,6,3,10,2,8
N00000202,150,20,14,6,37,10,7,13,7,13,2,2,1,4,4,34,27,7,7,0,0,4,3,11,9,2,8,7,1,13,6,7,7,0,7
N00000203,160,23,6,17,32,11,9,6,6,13,2,2,1,2,6,20,16,4,25,7,3,9,6,11,7,4,7,6,1,10,8,2,19,3,16
N00000204,185,10,8,2,18,5,8,4,1,19,3,0,2,2,12,34,26,8,26,4,12,10,0,22,19,3,18,16,2,12,5,7,26,6,20
N00000205,159,15,11,4,28,7,12,3,6,10,2,3,0,1,4,39,34,5,21,1,10,7,3,11,6,5,12,12,0,6,2,4,17,5,12
N00000206,208,29,17,12,28,2,10,9,7,26,4,1,3,6,12,46,40,6,15,0,7,6,2,16,11,5,14,11,3,7,3,4,27,3,24
N00000207,153,7,0,7,19,6,4,5,4,16,1,3,2,2,8,30,24,6,19,2,9,4,4,17,13,4,14,13,1,10,3,7,21,4,17
N00000208,163,17,10,7,27,5,9,4,9,23,6,4,4,2,7,38,31,7,17,1,11,2,3,8,7,1,14,13,1,9,5,4,10,1,9
N00000209,210,19,13,6,42,10,13,12,7,22,3,3,0,3,13,61,52,9,22,2,9,5,6,9,7,2,14,10,4,3,2,1,18,5,13
N00000210,166,15,6,9,26,3,8,10,5,15,1,3,1,2,8,15,14,1,18,5,5,5,3,21,18,3,21,16,5,14,4,10,21,3,18
N00000211,193,15,9,6,26,7,9,4,6,16,0,1,4,4,7,32,25,7,22,3,9,7,3,26,18,8,23,15,8,10,3,7,23,2,21
N00000212,89,11,2,9,7,3,2,1,1,6,1,0,1,2,2,12,11,1,8,0,2,0,6,13,13,0,7,5,2,10,4,6,15,0,15
N00000213,137,10,6,4,24,5,6,7,6,21,3,3,1,3,11,29,22,7,7,0,2,3,2,15,8,7,13,12,1,7,2,5,11,2,9
N00000214,156,12,10,2,29,6,11,6,6,19,1,2,1,4,11,24,20,4,17,4,2,5,6,23,21,2,13,11,2,8,3,5,11,2,9
N00000215,197,29,19,10,48,9,12,11,16,22,2,4,0,4,12,22,18,4,33,10,6,9,8,15,7,8,13,12,1,7,3,4,8,2,6
N00000216,193,22,10,12,46,6,16,16,8,16,3,1,2,2,8,33,29,4,32,16,3,9,4,11,7,4,7,7,0,8,2,6,18,6,12
N00000217,213,39,28,11,50,2,13,18,17,28,1,2,2,5,18,43,34,9,15,3,3,7,2,7,4,3,17,14,3,4,2,2,10,3,7
N00000218,149,30,17,13,28,7,4,8,9,19,2,1,0,4,12,29,28,1,6,2,1,2,1,11,10,1,11,10,1,6,3,3,9,0,9
N00000219,88,4,0,4,3,1,1,1,0,3,2,0,0,0,1,8,7,1,9,1,2,3,3,10,8,2,20,18,2,12,4,8,19,3,16
N00000220,112,2,0,2,2,1,0,1,0,8,1,1,1,1,4,9,9,0,11,1,2,4,4,22,19,3,17,15,2,12,7,5,29,3,26
N00000221,99,2,1,1,8,1,4,1,2,4,0,1,1,0,2,15,11,4,14,2,6,2,4,16,13,3,14,12,2,13,6,7,13,2,11
N00000222,124,12,3,9,11,2,3,4,2,7,3,0,0,1,3,25,20,5,17,5,2,4,6,20,15,5,13,13,0,8,1,7,11,1,10
N00000223,150,13,7,6,20,2,4,8,6,15,2,2,0,3,8,25,21,4,19,3,5,8,3,19,16,3,13,12,1,9,4,5,17,1,16
N00000224,105,8,4,4,14,3,4,4,3,10,0,2,0,1,7,16,10,6,14,1,6,4,3,8,8,0,13,10,3,6,2,4,16,0,16
N00000225,41,4,3,1,8,1,2,3,2,3,0,0,0,0,3,5,3,2,9,1,1,4,3,5,5,0,1,1,0,2,1,1,4,1,3
N00000226,111,14,8,6,21,2,7,5,7,11,0,3,0,0,8,15,13,2,14,4,6,2,2,12,10,2,5,5,0,4,1,3,15,1,14
N00000227,75,7,6,1,8,0,4,2,2,4,0,0,0,1,3,11,10,1,10,0,3,5,2,15,9,6,3,2,1,6,3,3,11,0,11
N00000228,139,5,4,1,9,1,3,4,1,14,4,1,2,2,5,26,17,9,18,1,6,10,1,14,7,7,28,25,3,10,6,4,15,3,12
N00000229,174,22,13,9,25,6,9,3,7,18,1,2,5,3,7,29,28,1,20,1,9,7,3,21,18,3,17,13,4,9,4,5,13,3,10
N00000230,113,4,3,1,5,0,0,2,3,10,0,3,0,1,6,17,15,2,17,0,6,3,8,11,9,2,24,22,2,7,4,3,18,5,13
N00000231,92,3,3,0,2,0,1,0,1,3,0,0,0,1,2,8,8,0,14,0,4,6,4,24,16,8,12,10,2,7,4,3,19,2,17
N00000232,118,3,2,1,10,1,4,2,3,12,2,1,1,1,7,12,11,1,20,3,3,5,9,13,11,2,16,13,3,14,8,6,18,1,17
N00000233,115,7,6,1,16,6,3,6,1,8,1,1,1,2,3,23,21,2,20,1,7,5,7,13,11,2,11,10,1,4,0,4,13,4,9
N00000234,104,5,2,3,15,5,4,2,4,7,0,1,0,0,6,15,13,2,16,2,3,3,8,11,8,3,8,7,1,6,3,3,21,0,21
N00000235,127,9,2,7,27,4,9,5,9,7,0,0,1,2,4,25,21,4,12,0,4,5,3,16,12,4,14,13,1,5,3,2,12,1,11
N00000236,120,7,4,3,17,5,6,1,5,10,2,3,0,1,4,22,21,1,12,3,5,3,1,16,11,5,12,11,1,11,7,4,13,2,11
N00000237,201,31,17,14,48,16,10,10,12,26,1,1,0,7,17,30,27,3,20,2,3,7,8,14,11,3,11,9,2,9,2,7,12,1,11
N00000238,148,26,19,7,36,7,12,7,10,15,0,1,0,2,12,28,24,4,13,4,3,4,2,7,5,2,12,10,2,4,2,2,7,1,6
N00000239,92,1,1,0,6,3,1,1,1,8,1,2,1,0,4,13,10,3,3,0,0,1,2,13,10,3,17,17,0,16,7,9,15,0,15
N00000240,140,8,5,3,8,0,5,1,2,9,2,1,1,0,5,21,18,3,14,0,4,7,3,24,16,8,23,18,5,13,8,5,20,1,19
N00000241,223,28,23,5,52,14,12,13,13,29,5,3,2,3,16,47,37,10,14,1,4,5,4,15,8,7,24,22,2,3,0,3,11,2,9
N00000242,194,26,17,9,36,6,9,11,10,17,1,1,0,0,15,48,41,7,20,4,7,5,4,10,9,1,16,15,1,9,4,5,12,1,11
N00000243,110,9,5,4,8,1,4,1,2,8,1,0,0,2,5,10,9,1,14,1,6,4,3,14,9,5,16,13,3,13,5,8,18,1,17
N00000244,95,11,4,7,4,0,2,0,2,6,1,1,2,0,2,12,11,1,8,2,2,1,3,11,8,3,12,9,3,9,3,6,22,6,16
N00000245,149,10,7,3,18,3,6,4,5,13,1,0,3,3,6,32,27,5,19,0,9,3,7,13,10,3,17,15,2,9,2,7,18,2,16
N00000246,111,8,5,3,7,0,1,3,3,6,0,1,1,0,4,20,16,4,11,0,3,6,2,11,9,2,14,13,1,11,4,7,23,2,21
N00000247,145,19,10,9,17,3,4,3,7,12,2,1,2,2,5,38,34,4,21,3,7,8,3,9,9,0,12,12,0,5,4,1,12,2,10
N00000248,167,15,9,6,35,4,14,7,10,16,2,2,1,2,9,32,29,3,15,2,8,2,3,15,9,6,15,14,1,13,2,11,11,1,10
N00000249,219,18,6,12,25,6,9,0,10,22,4,4,1,5,8,40,37,3,39,2,10,11,16,31,25,6,15,15,0,8,6,2,21,0,21
N00000250,223,29,25,4,29,6,8,7,8,12,2,2,0,3,5,52,42,10,21,0,10,5,6,15,8,7,19,17,2,17,8,9,29,0,29
N00000251,235,25,17,8,32,4,5,9,14,33,3,2,0,4,24,45,41,4,15,1,6,5,3,26,16,10,20,16,4,17,7,10,22,4,18
N00000252,153,20,15,5,43,5,13,8,17,15,1,1,0,5,8,21,16,5,19,10,3,3,3,10,8,2,3,3,0,6,2,4,16,8,8
N00000253,275,31,13,18,43,8,14,9,12,25,3,3,2,5,12,41,33,8,54,22,16,13,3,19,17,2,22,20,2,22,11,11,18,3,15
N00000254,157,14,9,5,43,4,13,3,23,10,0,3,1,2,4,34,29,5,27,8,10,8,1,13,9,4,4,4,0,3,1,2,9,1,8
N00000255,178,22,13,9,31,6,6,8,11,22,5,1,2,5,9,27,20,7,31,10,7,11,3,12,10,2,12,11,1,10,7,3,11,3,8
N00000256,398,53,36,17,113,22,36,22,33,45,4,3,0,12,26,56,43,13,39,11,11,10,7,16,15,1,28,24,4,23,16,7,25,9,16
N00000257,214,12,8,4,31,1,14,7,9,24,4,1,3,4,12,52,46,6,17,3,3,6,5,24,21,3,9,8,1,18,8,10,27,6,21
N00000258,171,26,18,8,46,19,12,7,8,14,2,0,0,2,10,33,28,5,25,6,9,8,2,12,7,5,2,2,0,4,3,1,9,1,8
N00000259,226,19,14,5,32,1,15,8,8,18,2,0,1,3,12,40,34,6,58,15,9,32,2,12,9,3,22,20,2,9,2,7,16,6,10
N00000260,225,22,8,14,31,8,8,11,4,28,4,4,2,3,15,42,38,4,45,9,14,17,5,23,19,4,12,9,3,12,5,7,10,3,7
N00000261,261,20,6,14,48,10,14,15,9,19,2,2,1,3,11,32,27,5,83,25,8,39,11,15,9,6,20,17,3,9,1,8,15,9,6
N00000262,186,7,4,3,28,3,8,11,6,25,3,2,0,5,15,34,26,8,42,18,7,14,3,22,18,4,13,12,1,4,2,2,11,6,5
N00000263,102,7,3,4,10,2,4,2,2,5,0,0,1,1,3,16,12,4,28,5,8,14,1,12,10,2,4,4,0,7,3,4,13,8,5
N00000264,246,15,7,8,33,7,14,8,4,11,2,1,0,2,6,50,40,10,52,9,8,29,6,25,19,6,21,18,3,14,5,9,25,10,15
N00000265,142,8,4,4,7,0,4,2,1,6,3,0,1,1,1,27,22,5,26,1,6,15,4,14,9,5,19,17,2,15,4,11,20,6,14
N00000266,158,14,12,2,24,5,7,5,7,12,0,1,3,2,6,32,28,4,33,3,6,24,0,10,7,3,17,16,1,4,1,3,12,8,4
N00000267,216,33,23,10,48,8,10,18,12,32,4,1,1,6,20,44,36,8,16,6,6,4,0,12,10,2,15,13,2,6,4,2,10,4,6
N00000268,204,21,5,16,38,6,11,13,8,23,3,0,2,7,11,43,36,7,29,4,8,13,4,15,9,6,11,8,3,6,1,5,18,4,14
N00000269,177,30,17,13,27,4,14,4,5,16,2,2,0,3,9,29,21,8,34,11,11,10,2,10,9,1,9,6,3,6,2,4,16,5,11
N00000270,181,17,10,7,31,8,7,6,10,15,4,2,0,2,7,30,26,4,34,16,8,8,2,22,20,2,5,4,1,13,5,8,14,4,10
N00000271,179,16,7,9,45,5,13,13,14,17,3,4,1,1,8,36,32,4,31,9,12,6,4,8,6,2,8,7,1,3,3,0,15,2,13
N00000272,137,12,8,4,21,5,6,5,5,9,1,2,1,1,4,22,17,5,26,7,4,7,8,10,9,1,9,9,0,12,4,8,16,4,12
N00000273,214,37,25,12,59,12,18,13,16,26,1,3,0,5,17,40,36,4,15,4,6,4,1,7,6,1,13,12,1,6,2,4,11,1,10
N00000274,250,28,19,9,53,8,23,10,12,25,3,3,0,10,9,51,39,12,37,12,12,7,6,5,5,0,18,16,2,22,7,15,11,1,10
N00000275,131,8,5,3,15,5,8,1,1,9,1,2,1,0,5,20,16,4,22,1,10,7,4,10,9,1,12,11,1,10,3,7,25,4,21
N00000276,178,20,9,11,13,5,6,2,0,14,2,1,0,1,10,28,23,5,17,3,6,8,0,23,16,7,22,18,4,20,8,12,21,2,19
N00000277,181,16,12,4,19,3,8,1,7,17,0,1,2,2,12,30,24,6,31,1,15,3,12,18,16,2,20,19,1,17,11,6,13,2,11
N00000278,164,8,5,3,7,1,5,0,1,13,4,0,1,1,7,40,36,4,24,2,11,7,4,31,23,8,15,11,4,7,3,4,19,1,18
N00000279,109,15,8,7,11,3,4,2,2,16,3,1,0,3,9,18,11,7,11,0,4,3,4,10,8,2,10,7,3,7,3,4,11,3,8
N00000280,153,4,3,1,18,4,10,1,3,12,0,3,1,2,6,17,16,1,21,1,6,9,5,20,12,8,23,20,3,16,6,10,22,2,20
N00000281,176,38,26,12,31,5,8,15,3,16,3,2,2,2,7,22,17,5,27,9,11,2,5,9,7,2,14,13,1,11,4,7,8,3,5
N00000282,179,19,11,8,26,6,9,9,2,14,2,0,1,4,7,28,22,6,35,12,10,11,2,15,10,5,21,18,3,9,2,7,12,1,11
N00000283,167,18,9,9,25,4,7,7,7,13,1,2,0,1,9,33,31,2,25,8,5,9,3,17,13,4,17,16,1,8,1,7,11,1,10
N00000284,152,11,4,7,16,5,5,2,4,24,3,1,1,7,12,21,21,0,16,2,7,1,6,18,15,3,12,9,3,9,4,5,25,2,23
N00000285,113,8,6,2,4,0,1,1,2,4,1,1,0,1,1,18,16,2,16,1,3,5,7,17,14,3,18,16,2,11,6,5,17,2,15
N00000286,112,16,6,10,19,2,3,5,9,7,0,0,0,3,4,13,9,4,16,5,4,3,4,14,8,6,7,7,0,7,1,6,13,2,11
N00000287,105,9,7,2,6,1,4,0,1,4,1,0,0,1,2,17,11,6,11,1,1,5,4,17,14,3,13,12,1,15,9,6,13,4,9
N00000288,164,12,6,6,26,5,10,6,5,18,3,3,3,1,8,24,21,3,22,2,6,10,4,20,16,4,18,15,3,12,4,8,12,1,11
N00000289,229,15,8,7,22,4,7,5,6,21,6,0,3,1,11,53,43,10,45,4,17,8,16,29,22,7,16,13,3,12,6,6,16,5,11
N00000290,85,5,5,0,4,0,2,0,2,4,0,1,0,3,0,8,8,0,12,1,5,3,3,16,11,5,9,9,0,10,4,6,17,3,14
N00000291,270,30,20,10,30,9,8,4,9,20,5,2,2,0,11,44,37,7,44,3,22,13,6,27,22,5,33,25,8,17,7,10,25,3,22
N00000292,331,40,25,15,45,9,16,8,12,38,3,4,3,5,23,64,56,8,54,5,21,21,7,33,20,13,26,23,3,18,5,13,13,2,11
N00000293,268,35,20,15,45,11,10,13,11,35,4,3,1,5,22,65,56,9,22,0,10,8,4,29,20,9,16,11,5,14,6,8,7,0,7
N00000294,207,30,15,15,37,4,15,13,5,12,1,2,1,0,8,32,31,1,48,23,13,10,2,19,16,3,10,10,0,12,6,6,7,3,4
N00000295,167,22,13,9,35,4,7,8,16,19,1,0,2,3,13,38,32,6,16,0,6,9,1,12,9,3,13,12,1,9,6,3,3,0,3
N00000296,142,10,7,3,19,8,4,2,5,18,4,1,3,1,9,27,23,4,27,0,12,4,11,15,11,4,10,10,0,6,3,3,10,3,7
N00000297,181,12,5,7,19,6,6,3,4,10,3,2,0,1,4,39,36,3,21,0,11,6,4,20,18,2,20,19,1,21,6,15,19,1,18
N00000298,185,10,3,7,20,2,10,5,3,11,1,2,0,1,7,35,32,3,11,0,5,3,3,22,20,2,30,27,3,25,14,11,21,2,19
N00000299,149,12,9,3,22,6,7,6,3,9,2,0,1,1,5,31,29,2,17,2,4,4,7,23,15,8,11,10,1,8,5,3,16,4,12
N00000300,120,7,4,3,11,2,5,2,2,10,1,2,1,1,5,22,19,3,9,1,2,3,3,16,13,3,16,12,4,8,6,2,21,3,18
N00000301,200,22,13,9,34,9,7,11,7,19,0,5,1,2,11,42,35,7,25,1,13,7,4,17,14,3,17,13,4,9,2,7,15,2,13
N00000302,186,17,9,8,25,7,9,3,6,19,4,1,3,2,9,38,31,7,21,0,10,6,5,20,13,7,28,22,6,7,5,2,11,2,9
N00000303,159,14,9,5,24,5,5,8,6,8,0,2,1,0,5,39,31,8,18,4,10,3,1,17,11,6,17,15,2,15,8,7,7,2,5
N00000304,197,14,10,4,24,7,9,5,3,23,6,3,0,2,12,32,25,7,27,2,15,5,5,22,16,6,22,17,5,15,4,11,18,1,17
N00000305,219,25,12,13,41,12,8,7,14,22,4,2,1,6,9,57,49,8,20,1,13,3,3,17,13,4,22,19,3,4,2,2,11,0,11
N00000306,205,15,11,4,33,8,11,7,7,25,1,2,3,1,18,34,27,7,25,2,13,4,6,20,15,5,18,14,4,19,4,15,16,2,14
N00000307,183,14,9,5,24,5,4,6,9,16,2,1,3,2,8,40,30,10,18,1,8,4,5,12,10,2,24,21,3,20,12,8,15,0,15
N00000308,163,13,7,6,10,4,4,1,1,18,4,2,2,1,9,29,23,6,18,1,8,5,4,19,16,3,23,20,3,11,5,6,22,4,18
N00000309,208,10,7,3,24,9,4,6,5,21,2,0,1,4,14,51,40,11,25,1,15,2,7,22,16,6,28,24,4,12,5,7,15,3,12
N00000310,174,13,4,9,37,3,15,10,9,15,4,2,0,4,5,27,18,9,57,17,16,22,2,9,7,2,6,4,2,5,2,3,5,1,4
N00000311,136,8,2,6,17,3,5,7,2,21,1,2,1,6,11,25,17,8,22,3,4,12,3,12,7,5,9,6,3,4,0,4,18,5,13
N00000312,229,16,10,6,28,4,6,7,11,21,1,4,1,3,12,35,28,7,56,13,10,33,0,20,16,4,18,15,3,10,2,8,25,6,19
N00000313,280,12,5,7,41,8,14,10,9,16,3,2,0,2,9,66,48,18,72,7,16,43,6,20,13,7,28,24,4,6,1,5,19,7,12
N00000314,125,2,2,0,17,1,6,3,7,7,1,3,1,0,2,29,25,4,20,0,0,15,5,17,11,6,7,5,2,8,2,6,18,4,14
N00000315,126,12,4,8,7,1,3,0,3,13,1,3,0,2,7,15,12,3,34,3,6,20,5,13,13,0,7,6,1,8,1,7,17,3,14
N00000316,143,6,4,2,18,4,6,5,3,10,4,0,0,2,4,35,28,7,27,1,6,13,7,13,12,1,12,10,2,7,2,5,15,4,11
N00000317,142,10,6,4,15,7,1,4,3,14,3,2,0,1,8,27,22,5,26,4,3,17,2,23,18,5,8,7,1,5,1,4,14,6,8
N00000318,161,17,7,10,12,3,2,2,5,9,0,3,1,1,4,28,27,1,31,12,6,4,9,27,26,1,15,12,3,10,6,4,12,6,6
N00000319,348,14,8,6,27,3,7,9,8,29,4,0,2,5,18,59,49,10,59,21,15,16,7,62,51,11,36,31,5,31,11,20,31,8,23
N00000320,131,10,4,6,6,3,1,2,0,7,1,0,1,1,4,23,22,1,32,17,8,1,6,25,19,6,11,11,0,4,1,3,13,5,8
N00000321,222,10,4,6,22,5,5,8,4,13,1,2,3,2,5,38,31,7,41,20,10,7,4,30,25,5,15,14,1,18,7,11,35,7,28
N00000322,129,6,2,4,13,3,5,3,2,4,0,0,2,1,1,31,26,5,19,8,1,5,5,15,13,2,13,12,1,14,3,11,14,4,10
N00000323,248,21,12,9,38,5,10,12,11,23,6,2,1,4,10,35,26,9,55,20,12,18,5,28,22,6,15,14,1,8,3,5,25,13,12
N00000324,177,11,9,2,33,8,13,7,5,19,2,1,2,4,10,27,23,4,34,8,8,14,4,21,18,3,14,12,2,9,5,4,9,3,6
N00000325,225,25,13,12,27,8,9,8,2,21,2,3,4,1,11,36,33,3,39,7,15,12,5,24,20,4,21,19,2,15,8,7,17,1,16
N00000326,416,29,17,12,55,10,19,11,15,44,9,7,1,5,22,64,57,7,61,17,19,12,13,47,34,13,34,25,9,39,16,23,43,8,35
N00000327,142,8,2,6,14,3,5,3,3,4,0,0,0,0,4,24,17,7,18,0,6,6,6,17,14,3,7,5,2,16,6,10,34,6,28
N00000328,110,2,2,0,8,1,2,1,4,5,0,0,1,1,3,20,16,4,14,0,2,7,5,17,16,1,14,13,1,6,4,2,24,5,19
N00000329,141,7,2,5,12,4,5,3,0,7,0,1,2,0,4,22,19,3,17,0,13,3,1,17,14,3,12,11,1,18,7,11,29,0,29
N00000330,296,38,19,19,53,10,12,9,22,33,6,4,4,4,15,56,51,5,42,12,11,14,5,26,20,6,21,16,5,13,5,8,14,3,11
N00000331,265,25,14,11,33,5,13,7,8,25,2,5,3,3,12,35,29,6,40,2,15,12,11,24,16,8,34,31,3,19,6,13,30,2,28
N00000332,105,6,3,3,1,0,0,0,1,3,0,0,0,0,3,14,12,2,13,1,4,5,3,18,13,5,13,12,1,17,7,10,20,3,17
N00000333,91,3,2,1,3,0,2,1,0,3,0,0,0,1,2,7,6,1,15,1,7,3,4,20,16,4,12,10,2,8,3,5,20,2,18
N00000334,108,9,8,1,4,1,2,1,0,4,1,1,0,0,2,15,13,2,20,1,5,4,10,8,7,1,20,20,0,10,8,2,18,7,11
N00000335,145,12,5,7,18,4,4,8,2,15,2,2,1,3,7,41,36,5,10,0,6,2,2,13,12,1,22,19,3,6,4,2,8,1,7
N00000336,153,13,12,1,26,5,7,7,7,12,1,1,1,2,7,30,24,6,17,3,8,5,1,13,10,3,22,20,2,9,2,7,11,1,10
N00000337,143,17,8,9,33,6,5,11,11,20,3,3,2,3,9,22,19,3,10,1,4,4,1,8,6,2,15,14,1,6,3,3,12,1,11
N00000338,148,14,2,12,35,10,6,11,8,17,2,4,1,0,10,26,21,5,25,1,4,12,8,10,8,2,7,6,1,4,2,2,10,1,9
N00000339,154,9,7,2,27,5,5,7,10,16,1,3,2,2,8,28,24,4,23,2,10,9,2,11,8,3,13,11,2,14,10,4,13,2,11
N00000340,204,19,13,6,31,4,12,8,7,15,3,4,1,0,7,34,27,7,26,7,8,8,3,25,21,4,24,23,1,14,7,7,16,2,14
N00000341,178,17,15,2,31,5,10,11,5,14,3,0,1,2,8,39,32,7,27,1,10,11,5,10,8,2,22,18,4,10,7,3,8,0,8
N00000342,208,17,14,3,36,7,11,11,7,22,9,1,0,2,10,41,36,5,20,0,12,2,6,18,14,4,33,30,3,6,3,3,15,0,15
N00000343,199,9,8,1,39,8,14,12,5,19,5,3,3,3,5,36,31,5,26,2,14,6,4,18,16,2,22,17,5,19,6,13,11,1,10
N00000344,116,3,2,1,12,1,7,1,3,10,0,3,2,2,3,11,9,2,18,0,11,1,6,14,13,1,16,15,1,15,6,9,17,3,14
N00000345,146,3,1,2,11,0,5,3,3,8,2,1,0,0,5,10,9,1,21,0,4,7,10,21,17,4,27,26,1,15,9,6,30,6,24
N00000346,289,17,10,7,50,4,21,14,11,21,3,4,1,4,9,43,36,7,31,6,7,11,7,28,20,8,27,27,0,34,8,26,38,8,30
N00000347,106,5,4,1,13,1,7,2,3,8,3,1,1,0,3,10,8,2,15,2,2,5,6,14,12,2,5,3,2,10,7,3,26,11,15
N00000348,171,16,9,7,34,1,9,16,8,12,0,3,1,3,5,15,13,2,18,1,6,3,8,21,17,4,16,14,2,13,5,8,26,2,24
N00000349,166,18,11,7,25,4,7,10,4,18,4,1,2,3,8,22,17,5,17,0,7,6,4,21,13,8,10,10,0,17,6,11,18,5,13
N00000350,254,23,15,8,47,5,11,16,15,21,5,2,0,4,10,35,26,9,42,7,11,15,9,25,19,6,16,15,1,30,7,23,15,3,12
N00000351,192,13,7,6,31,2,11,8,10,16,1,3,1,0,11,23,11,12,48,17,9,18,4,21,18,3,10,8,2,18,5,13,12,6,6
N00000352,233,13,9,4,46,1,17,16,12,18,1,2,0,3,12,15,11,4,46,16,14,13,3,25,22,3,17,14,3,30,6,24,23,6,17
N00000353,200,21,14,7,25,2,11,8,4,8,2,1,0,0,5,22,16,6,44,17,7,14,6,23,19,4,14,13,1,20,5,15,23,5,18
N00000354,201,14,11,3,37,1,14,10,12,14,4,2,0,2,6,25,19,6,55,31,14,2,8,13,9,4,8,7,1,17,7,10,18,12,6
N00000355,207,13,7,6,31,5,14,7,5,12,4,3,0,3,2,35,29,6,46,19,8,14,5,19,13,6,14,14,0,19,6,13,18,3,15
N00000356,119,5,3,2,21,2,10,4,5,6,0,3,0,0,3,10,8,2,17,1,8,6,2,19,17,2,10,8,2,13,6,7,18,5,13
N00000357,460,21,16,5,42,2,19,11,10,28,5,4,2,5,12,49,38,11,76,10,22,26,18,53,42,11,41,33,8,59,23,36,91,28,63
N00000358,117,9,5,4,7,2,3,2,0,6,0,2,1,1,2,12,6,6,15,1,4,5,5,22,18,4,8,8,0,16,6,10,22,3,19
N00000359,299,10,6,4,33,8,11,5,9,18,1,4,3,2,8,28,22,6,30,2,6,11,11,34,25,9,32,28,4,27,17,10,87,31,56
N00000360,200,20,8,12,32,4,17,8,3,12,1,2,1,1,7,13,12,1,36,3,12,16,5,21,15,6,26,24,2,20,4,16,20,3,17
N00000361,161,14,9,5,27,8,8,9,2,5,1,0,0,0,4,7,7,0,35,4,18,9,4,26,19,7,11,8,3,16,6,10,20,8,12
