GeographyCode,QS104NI0001,QS104NI0002,QS104NI0003,QS104NI0004,QS104NI0005,QS104NI0006,QS104NI0007,QS104NI0008,QS104NI0009,QS104NI0010,QS104NI0011,QS104NI0012,QS104NI0013,QS104NI0014,QS104NI0015,QS104NI0016,QS104NI0017,QS104NI0018,QS104NI0019,QS104NI0020
N00001331,274,8,15,19,24,18,23,16,11,13,22,19,27,19,10,7,12,3,6,2
N00001332,186,8,6,2,5,27,41,33,13,13,15,7,4,3,2,2,1,0,2,2
N00001333,337,23,23,20,27,23,25,16,24,31,22,19,25,14,12,8,7,10,4,4
N00001334,354,17,17,22,47,18,12,18,27,21,32,20,19,16,24,11,10,14,8,1
N00001335,194,7,1,1,3,19,42,50,20,12,10,7,3,4,3,2,4,2,3,1
N00001336,318,20,22,43,22,13,7,6,11,24,35,25,19,22,15,9,4,14,6,1
N00001337,302,22,15,19,21,19,23,20,21,13,27,25,19,20,10,5,10,7,2,4
N00001338,303,21,20,15,17,19,14,18,19,24,23,18,20,16,9,15,17,11,2,5
N00001339,370,32,21,31,23,19,20,21,23,34,19,26,24,21,17,6,6,18,6,3
N00001340,779,49,46,52,43,39,49,52,41,54,73,54,38,38,39,21,33,22,23,13
N00001341,329,14,18,23,30,27,17,15,18,23,25,22,20,32,22,14,5,3,0,1
N00001342,388,14,21,30,29,36,30,13,15,25,35,30,22,37,17,11,11,6,4,2
N00001343,293,6,13,25,22,25,18,14,17,22,22,31,28,15,13,9,5,3,3,2
N00001344,330,9,13,18,30,29,19,14,20,16,25,35,19,25,20,13,18,4,1,2
N00001345,250,8,6,16,11,15,13,10,11,16,18,17,18,21,24,23,14,4,4,1
N00001346,820,52,35,32,51,41,63,46,59,55,67,67,56,46,32,27,23,26,22,20
N00001347,513,31,23,22,23,33,81,63,39,41,30,18,30,22,20,7,7,8,7,8
N00001348,304,28,13,17,16,18,23,22,32,16,30,19,24,18,7,2,8,4,5,2
N00001349,248,16,13,12,10,14,31,26,14,18,16,13,15,10,12,7,7,11,2,1
N00001350,919,50,51,62,65,62,56,50,50,55,71,52,54,49,67,51,25,35,11,3
N00001351,390,25,24,25,30,38,39,18,12,28,24,28,18,20,11,13,8,17,9,3
N00001352,303,14,12,5,7,30,50,31,25,16,16,19,16,18,12,10,10,4,6,2
N00001353,358,31,22,15,29,16,22,17,16,14,22,24,24,22,18,17,21,11,11,6
N00001354,756,42,37,42,46,49,59,49,47,56,66,51,50,44,37,32,24,16,9,0
N00001355,287,19,17,22,21,17,19,16,25,26,26,18,17,12,17,10,2,2,0,1
N00001356,280,14,17,19,22,20,23,22,13,14,30,12,15,15,20,10,5,5,4,0
N00001357,155,15,4,8,8,13,5,9,8,12,25,12,1,14,7,5,5,3,0,1
N00001358,344,33,32,19,19,23,21,32,20,26,20,26,16,11,19,11,9,5,1,1
N00001359,294,29,25,24,17,27,39,34,19,18,9,14,7,8,10,7,4,2,0,1
N00001360,276,30,19,29,17,21,26,27,20,16,11,14,12,15,8,5,2,3,0,1
N00001361,295,23,30,19,24,32,31,12,21,14,13,24,12,10,11,7,7,4,1,0
N00001362,293,15,7,23,24,20,22,20,9,30,16,22,21,17,17,12,8,5,2,3
N00001363,263,17,16,16,16,13,17,25,27,12,30,21,7,7,10,8,6,9,5,1
N00001364,539,33,17,32,23,22,65,73,48,42,35,27,18,18,28,16,16,9,8,9
N00001365,387,36,17,15,17,26,27,51,36,30,25,22,22,11,13,7,9,9,14,0
N00001366,252,21,12,14,7,6,22,30,20,25,24,21,6,7,8,3,8,12,5,1
N00001367,353,19,16,16,19,25,38,21,22,19,32,20,25,21,21,12,13,6,6,2
N00001368,295,19,15,13,15,9,14,20,22,26,17,28,20,18,11,15,8,9,10,6
N00001369,365,25,12,18,15,12,29,35,33,33,37,19,14,19,18,9,18,13,5,1
N00001370,369,20,9,13,24,16,11,16,22,30,33,27,20,21,12,21,23,15,22,14
N00001371,313,33,9,14,31,20,19,27,25,23,37,20,13,7,10,2,12,4,3,4
N00001372,584,47,26,38,31,25,25,36,61,54,46,37,34,36,22,16,19,18,8,5
N00001373,293,24,16,19,12,22,13,17,24,24,22,21,26,8,23,3,6,7,3,3
N00001374,297,14,21,23,19,18,13,14,14,24,38,21,19,15,6,10,15,8,5,0
N00001375,338,12,12,30,19,25,16,14,17,33,23,21,14,25,19,20,18,11,6,3
N00001376,191,11,9,7,9,11,25,18,13,14,10,16,7,13,4,7,3,6,5,3
N00001377,276,15,10,10,23,17,10,16,19,20,13,25,20,15,10,13,15,13,8,4
N00001378,258,29,13,8,10,14,23,35,23,12,20,21,14,3,8,8,5,6,5,1
N00001379,246,15,5,15,17,7,22,30,9,9,26,17,21,11,12,9,11,8,2,0
N00001380,381,18,18,18,19,14,35,18,29,32,33,31,31,24,14,10,10,11,8,8
N00001381,395,26,22,12,11,28,84,67,45,24,19,22,12,10,6,2,2,0,2,1
N00001382,316,19,22,21,20,21,19,10,22,28,25,17,24,21,16,17,5,3,3,3
N00001383,344,12,17,20,29,21,5,7,12,16,21,35,22,20,14,9,16,20,22,26
N00001384,287,12,21,16,20,11,14,13,28,26,30,22,21,15,6,5,15,5,3,4
N00001385,359,22,15,28,30,16,22,20,19,24,29,36,38,23,17,2,8,7,3,0
N00001386,532,38,20,15,23,48,73,73,66,37,31,26,17,10,13,16,15,7,3,1
N00001387,263,17,9,9,7,21,37,50,29,22,16,9,10,6,9,5,4,1,2,0
N00001388,270,9,9,13,10,14,18,12,14,5,18,24,13,15,13,17,11,18,25,12
N00001389,188,14,14,1,3,8,27,37,22,16,6,6,10,3,7,6,2,2,2,2
N00001390,287,22,18,16,18,11,14,15,24,30,21,26,19,20,11,8,10,2,1,1
N00001391,286,21,6,14,21,17,20,10,22,28,32,41,12,13,11,9,4,3,2,0
N00001392,263,8,7,15,11,21,45,31,22,18,16,17,8,9,14,6,8,5,1,1
N00001393,269,13,5,8,5,16,69,51,34,16,11,10,4,4,4,5,10,2,0,2
N00001394,284,29,18,12,10,18,27,29,22,24,19,21,13,13,10,6,4,6,2,1
N00001395,277,24,20,19,10,10,13,24,29,28,26,9,8,17,13,8,11,3,5,0
N00001396,607,20,10,8,15,62,191,132,61,29,20,18,11,2,10,11,2,5,0,0
N00001397,183,4,5,3,5,7,17,32,16,8,13,9,10,5,5,10,11,9,7,7
N00001398,250,17,6,11,8,13,29,41,27,20,14,8,11,11,11,8,7,5,2,1
N00001399,889,62,44,39,37,30,90,73,54,53,63,60,62,41,36,44,37,28,24,12
N00001400,330,26,23,13,12,14,20,12,23,28,24,29,20,16,23,17,13,10,5,2
N00001401,851,49,40,24,30,75,189,109,76,44,41,38,26,30,27,16,15,6,14,2
N00001402,652,38,21,20,30,56,130,79,64,31,36,44,28,18,12,9,15,13,6,2
N00001403,377,19,6,17,33,25,51,32,27,30,33,25,20,14,13,12,4,5,2,9
N00001404,706,36,27,32,32,44,81,64,39,55,39,55,25,34,24,17,29,29,26,18
N00001405,235,13,7,16,16,13,20,17,22,17,21,11,7,9,11,7,8,10,6,4
N00001406,216,17,9,13,5,11,12,27,21,10,19,15,10,6,11,9,3,5,11,2
N00001407,256,8,7,9,7,14,54,38,20,18,10,8,9,13,4,12,8,10,5,2
N00001408,467,30,18,28,27,23,62,51,27,28,40,36,32,21,15,14,3,5,3,4
N00001409,292,27,20,18,17,9,17,22,27,17,31,22,16,16,9,6,6,7,3,2
N00001410,294,21,22,16,13,13,15,23,18,26,23,27,27,8,6,5,10,10,7,4
N00001411,280,18,12,9,16,13,24,19,21,19,26,31,16,15,10,9,6,10,5,1
N00001412,164,2,2,6,11,5,12,10,8,7,12,13,12,9,6,7,13,16,13,0
N00001413,277,17,18,12,22,10,21,25,19,17,31,19,12,10,6,7,11,9,6,5
N00001414,278,26,12,18,13,8,17,30,25,20,25,16,11,12,6,4,12,13,7,3
N00001415,275,21,23,21,30,12,24,21,18,20,10,19,14,22,7,5,4,3,1,0
N00001416,947,73,33,17,30,70,224,176,74,44,40,35,31,28,22,21,18,6,3,2
N00001417,277,20,9,17,18,22,17,16,17,19,23,9,14,19,18,18,5,8,6,2
N00001418,662,29,29,23,41,56,135,92,41,45,33,43,29,18,15,10,16,4,3,0
N00001419,248,17,11,12,11,38,32,30,22,17,9,9,11,5,10,5,5,4,0,0
N00001420,243,12,20,13,12,17,24,20,17,20,13,15,17,10,5,8,8,4,6,2
N00001421,1333,47,27,37,91,183,260,156,132,75,48,72,47,34,40,31,19,17,15,2
N00001422,200,4,5,14,16,12,16,14,12,14,10,18,15,13,10,4,13,5,3,2
N00001423,445,21,29,40,29,35,20,28,26,26,24,20,24,30,36,21,21,11,4,0
N00001424,223,18,8,10,13,16,16,30,8,13,13,17,11,12,7,9,9,9,2,2
N00001425,267,20,18,13,25,24,28,13,13,13,20,21,12,11,12,9,2,7,2,4
N00001426,229,21,19,13,16,11,13,16,16,17,5,13,8,12,12,8,13,7,5,4
N00001427,251,15,12,21,15,22,22,12,12,16,19,12,17,16,12,13,3,7,4,1
N00001428,279,11,16,11,24,61,29,11,8,11,12,13,16,12,11,15,8,7,2,1
N00001429,1073,60,25,20,58,243,148,90,53,67,48,58,38,31,32,32,35,22,8,5
N00001430,262,11,17,31,25,16,19,16,16,20,16,9,11,12,17,8,10,5,2,1
N00001431,326,17,23,29,32,18,19,20,27,22,17,17,13,24,9,17,8,7,5,2
N00001432,281,23,12,26,21,23,22,14,18,15,16,27,15,13,9,15,7,3,2,0
N00001433,254,20,25,12,14,20,24,26,16,12,17,17,8,9,9,4,7,5,5,4
N00001434,302,21,20,22,29,17,22,19,11,22,18,17,10,12,19,16,8,7,11,1
N00001435,233,9,13,17,17,17,18,19,6,12,20,6,11,20,17,13,4,5,6,3
N00001436,301,31,23,27,33,26,16,20,16,22,19,19,11,8,7,14,5,4,0,0
N00001437,201,12,22,12,15,25,17,15,10,5,20,14,5,6,6,8,3,4,2,0
N00001438,291,18,19,24,27,22,10,14,24,17,15,20,12,18,12,17,8,9,2,3
N00001439,270,21,5,8,6,25,33,26,11,14,23,19,12,17,9,15,9,9,6,2
N00001440,251,10,6,9,15,15,14,6,8,18,16,17,17,16,24,21,22,8,6,3
N00001441,282,29,16,23,15,21,26,18,30,14,16,16,10,13,9,9,6,3,5,3
N00001442,347,22,24,21,21,17,27,23,10,12,18,19,18,10,17,14,17,17,14,26
N00001443,209,8,8,8,10,8,16,15,11,9,19,10,11,18,9,15,9,10,10,5
N00001444,268,24,17,11,18,25,22,15,11,7,17,14,14,21,26,8,10,5,2,1
N00001445,371,14,22,24,27,13,11,11,12,27,38,31,24,26,21,20,18,16,14,2
N00001446,304,7,14,17,15,15,7,7,14,15,27,25,32,16,29,24,22,9,6,3
N00001447,315,9,13,13,16,8,7,14,7,20,19,22,23,31,25,24,21,17,11,15
N00001448,350,15,21,20,26,25,4,8,19,25,35,42,34,28,10,4,14,12,5,3
N00001449,323,24,22,21,12,6,9,12,25,38,27,31,12,23,18,15,12,9,6,1
N00001450,263,10,11,8,14,15,5,8,10,13,22,24,19,19,28,14,17,16,7,3
N00001451,248,10,13,13,14,14,12,6,10,14,14,17,18,25,11,10,9,20,10,8
N00001452,324,25,11,22,21,18,7,11,16,21,23,30,27,26,19,10,15,13,8,1
N00001453,372,19,25,23,32,17,14,5,12,26,31,36,20,21,23,30,12,13,10,3
N00001454,319,10,14,17,23,30,14,12,7,15,23,33,37,21,21,12,12,12,4,2
N00001455,261,19,17,17,11,17,8,15,21,25,16,10,21,17,16,11,5,8,7,0
N00001456,334,21,29,14,16,11,20,23,17,33,27,30,24,12,19,18,10,4,6,0
N00001457,318,22,19,25,25,19,6,12,19,27,25,30,23,20,13,11,10,5,6,1
N00001458,376,21,18,20,7,15,9,30,38,22,19,21,16,17,8,10,18,31,27,29
N00001459,471,23,17,56,93,13,12,10,19,34,26,26,27,29,17,13,16,19,11,10
N00001460,599,43,31,41,27,26,36,48,58,54,30,34,38,28,25,24,23,17,13,3
N00001461,317,22,18,17,22,19,20,13,20,24,19,22,17,19,12,9,17,19,6,2
N00001462,357,21,17,24,18,17,20,28,28,23,25,24,26,12,17,17,10,15,13,2
N00001463,385,17,22,40,30,23,27,14,14,19,30,36,34,15,19,19,11,10,4,1
N00001464,345,15,14,27,28,17,14,23,19,20,29,41,29,25,21,7,5,7,2,2
N00001465,422,10,25,35,35,22,14,16,15,27,40,31,28,43,33,15,17,13,1,2
N00001466,280,10,8,9,25,85,18,15,16,13,15,8,14,7,10,3,7,7,5,5
N00001467,1504,16,11,18,929,311,32,16,11,16,30,18,15,23,19,10,11,9,8,1
N00001468,283,7,3,2,42,123,35,19,11,6,8,2,2,5,4,1,4,5,2,2
N00001469,246,9,5,3,24,72,40,19,8,11,6,8,9,5,8,7,6,5,0,1
N00001470,348,3,4,1,29,202,52,11,12,8,5,10,3,2,1,0,2,1,1,1
N00001471,493,3,1,0,63,345,39,7,7,5,3,5,3,5,2,4,1,0,0,0
N00001472,891,62,41,46,192,131,34,41,54,50,41,60,26,30,30,18,23,8,3,1
N00001473,426,18,9,15,7,63,111,60,27,21,19,26,12,11,8,6,3,4,3,3
N00001474,347,24,24,36,18,13,13,19,20,23,34,17,17,25,16,18,17,7,6,0
N00001475,302,22,5,5,10,36,51,34,36,18,9,7,12,12,4,18,10,7,5,1
N00001476,277,22,10,16,13,27,25,35,22,17,18,12,13,13,4,9,6,6,5,4
N00001477,271,21,9,15,10,19,21,19,21,12,27,13,16,17,15,3,15,11,4,3
N00001478,301,23,14,17,8,27,32,35,23,25,18,17,17,9,6,8,8,6,6,2
N00001479,344,20,20,27,22,34,27,14,21,27,16,30,26,16,10,11,8,4,8,3
N00001480,477,19,17,19,19,24,30,31,35,17,49,27,19,31,21,38,19,29,19,14
N00001481,229,13,9,11,17,18,14,14,9,14,17,19,19,16,4,12,18,5,0,0
N00001482,307,11,13,19,23,19,41,33,15,26,16,12,15,24,14,15,8,2,1,0
N00001483,254,31,8,9,9,9,26,38,17,20,15,15,8,15,13,10,1,6,3,1
N00001484,213,14,11,5,8,16,27,21,23,10,19,15,5,18,7,3,4,4,2,1
N00001485,248,19,13,8,6,13,29,37,29,16,21,9,12,8,10,6,4,5,2,1
N00001486,358,19,12,21,25,20,13,19,32,20,32,26,17,26,12,14,15,12,14,9
N00001487,298,10,18,13,13,12,25,21,23,19,21,24,20,19,19,17,10,8,6,0
N00001488,277,17,11,21,16,25,24,24,22,27,18,18,13,16,6,8,6,3,2,0
N00001489,293,14,12,14,16,18,18,29,18,15,19,17,18,22,20,17,14,6,6,0
N00001490,196,22,6,8,11,15,21,21,18,12,8,10,5,4,10,11,6,5,3,0
N00001491,250,11,8,9,13,13,16,18,14,11,4,16,9,12,23,10,15,22,16,10
N00001492,226,17,8,14,9,27,18,30,18,14,13,19,17,6,5,4,3,3,1,0
N00001493,260,26,15,13,6,12,22,41,30,14,12,21,12,12,10,6,3,2,3,0
N00001494,198,17,3,11,14,17,20,18,20,15,12,14,6,6,5,12,5,1,1,1
N00001495,288,22,9,11,20,32,30,28,18,16,21,22,16,10,6,12,5,3,5,2
N00001496,266,29,11,2,5,12,42,48,25,13,12,16,15,5,5,6,8,4,7,1
N00001497,236,15,8,21,8,22,28,24,24,18,9,13,12,13,13,5,3,0,0,0
N00001498,460,39,16,39,26,56,68,45,21,20,24,26,20,18,21,12,2,5,2,0
N00001499,335,24,17,12,26,34,45,28,22,25,25,21,14,15,10,4,6,3,4,0
N00001500,214,5,5,5,4,12,35,24,26,23,21,17,8,8,10,5,3,1,0,2
N00001501,497,28,28,31,32,40,53,40,37,28,34,33,27,25,16,22,13,5,5,0
N00001502,409,31,22,17,32,32,51,39,42,24,26,20,12,17,13,13,12,3,3,0
N00001503,204,12,7,16,8,15,11,17,21,13,14,15,11,9,9,12,8,5,1,0
N00001504,272,25,23,26,11,31,21,24,10,10,24,17,13,14,13,6,0,1,1,2
N00001505,473,34,29,31,27,45,91,73,32,26,14,15,21,10,10,2,1,6,3,3
N00001506,239,22,10,6,11,18,33,26,19,21,13,15,4,13,7,7,6,5,3,0
N00001507,254,19,15,21,17,18,16,11,19,19,15,15,11,15,7,13,12,7,3,1
N00001508,466,44,37,25,34,46,55,61,47,37,21,22,9,14,3,5,4,0,1,1
N00001509,385,26,18,18,18,30,28,37,30,28,19,16,14,16,30,20,17,10,7,3
N00001510,215,16,7,6,8,22,23,25,16,16,15,19,5,11,7,6,5,6,2,0
N00001511,638,44,43,46,58,64,52,43,36,36,37,30,35,26,28,19,17,9,11,4
N00001512,294,12,23,15,13,23,42,43,30,26,9,8,12,11,9,7,4,6,0,1
N00001513,236,25,10,15,13,17,28,33,20,23,10,11,8,6,7,7,3,0,0,0
N00001514,249,22,17,13,13,12,27,14,10,22,16,22,13,4,8,9,11,10,6,0
N00001515,351,6,15,23,22,21,13,13,6,12,24,31,27,21,27,17,23,23,12,15
N00001516,275,10,14,13,13,7,4,1,7,20,16,13,11,18,20,20,40,26,17,5
N00001517,359,16,14,18,14,10,18,18,18,22,23,20,24,31,22,30,31,18,8,4
N00001518,436,19,25,28,21,25,24,21,29,30,36,38,39,29,24,22,17,9,0,0
N00001519,298,23,12,17,17,21,25,29,21,18,14,20,19,11,5,10,17,10,6,3
N00001520,265,20,20,24,26,17,14,16,19,4,25,28,12,14,7,3,6,5,1,4
N00001521,249,24,17,18,12,22,22,14,16,14,17,18,15,8,10,9,4,5,1,3
N00001522,278,12,15,10,20,27,13,14,22,12,22,23,22,20,12,10,8,8,6,2
N00001523,211,10,14,23,14,11,14,12,14,14,13,13,4,23,6,9,4,5,5,3
N00001524,253,22,16,16,15,21,23,7,14,10,16,16,27,17,11,6,7,6,2,1
N00001525,239,21,18,20,5,15,19,29,13,10,10,9,13,10,8,12,9,7,6,5
N00001526,219,8,13,16,13,12,20,18,12,21,11,13,9,10,12,7,7,13,2,2
N00001527,243,21,15,10,7,18,22,20,18,14,18,11,14,10,9,6,10,10,5,5
N00001528,244,17,6,8,11,17,26,21,25,14,19,22,13,12,9,9,6,4,5,0
N00001529,286,11,18,21,22,10,29,23,29,16,25,10,12,11,19,8,8,9,4,1
N00001530,386,22,26,15,17,18,42,23,24,24,28,18,24,15,19,22,23,14,10,2
N00001531,320,24,31,33,31,21,16,27,20,31,20,16,10,13,11,10,5,1,0,0
N00001532,435,29,43,34,43,25,30,23,40,36,29,30,18,21,18,11,4,1,0,0
N00001533,636,32,27,34,56,56,65,32,20,33,58,62,38,29,19,30,29,11,1,4
N00001534,321,11,18,18,31,24,38,12,9,22,30,28,20,15,7,17,10,10,1,0
N00001535,385,40,25,44,44,38,27,20,27,18,31,15,16,13,13,4,7,1,2,0
N00001536,401,30,12,28,36,32,42,22,8,21,29,29,22,18,15,12,18,9,10,8
N00001537,356,31,27,29,28,26,17,24,25,15,26,18,23,22,21,8,11,3,2,0
N00001538,386,20,21,28,32,31,26,18,17,29,32,18,24,18,27,23,14,4,4,0
N00001539,346,27,33,30,37,26,23,14,22,33,17,16,21,19,7,8,10,1,2,0
N00001540,408,18,30,32,46,51,26,20,19,29,45,31,16,12,15,9,7,2,0,0
N00001541,286,11,18,29,26,22,17,16,6,21,20,21,13,21,11,14,12,5,2,1
N00001542,324,15,20,23,32,27,16,16,13,29,29,23,16,10,10,20,17,6,1,1
N00001543,366,24,23,33,32,31,28,18,20,26,28,22,14,9,8,12,21,11,5,1
N00001544,280,17,10,13,22,33,23,11,11,25,22,28,12,7,14,8,10,7,7,0
N00001545,352,30,23,26,22,31,28,27,28,22,24,29,13,19,12,8,6,0,3,1
N00001546,352,27,28,30,47,39,18,28,23,29,25,11,12,15,8,3,3,0,4,2
N00001547,316,21,14,16,29,34,34,30,28,27,19,15,16,15,3,9,3,2,1,0
N00001548,317,12,8,21,15,20,39,21,31,29,21,23,16,21,9,13,9,4,3,2
N00001549,376,36,30,31,36,23,39,31,24,28,27,19,17,15,11,3,4,2,0,0
N00001550,213,8,5,7,6,15,11,20,11,16,16,15,15,16,8,17,9,10,6,2
N00001551,388,18,24,32,34,37,37,26,30,21,33,24,18,22,11,6,9,3,3,0
N00001552,376,14,21,28,41,26,20,20,21,23,33,30,30,14,13,18,8,12,1,3
N00001553,264,16,6,5,15,22,33,21,13,15,24,16,15,7,14,15,8,5,7,7
N00001554,326,23,14,17,25,27,24,25,20,29,21,21,24,13,13,9,5,9,6,1
N00001555,272,19,23,27,20,19,26,17,15,16,23,18,12,8,14,6,5,3,0,1
N00001556,211,10,15,14,13,15,18,16,13,19,18,16,15,5,6,4,6,5,1,2
N00001557,268,20,22,25,29,14,18,19,9,17,21,13,16,9,11,2,11,6,5,1
N00001558,247,15,19,25,26,14,36,13,21,22,20,14,7,6,3,5,1,0,0,0
N00001559,328,14,14,15,14,29,26,25,24,19,26,28,21,20,17,14,10,8,3,1
N00001560,266,30,19,18,21,17,38,21,23,19,20,11,9,5,8,3,2,2,0,0
N00001561,218,17,8,9,14,15,25,24,17,15,26,19,9,3,4,6,4,3,0,0
N00001562,215,8,17,10,17,13,28,16,17,22,15,16,11,8,4,4,4,2,3,0
N00001563,172,9,4,7,7,7,7,10,5,6,9,12,9,9,9,11,13,30,7,1
N00001564,352,34,21,31,31,28,18,22,33,24,11,29,10,20,18,6,9,3,3,1
N00001565,351,20,21,22,30,31,37,12,20,27,24,14,21,19,21,15,8,6,3,0
N00001566,387,30,24,39,38,28,19,22,36,25,27,19,12,24,10,15,6,10,3,0
N00001567,251,25,17,15,22,26,17,10,13,24,17,8,14,7,9,6,9,6,6,0
N00001568,297,22,31,35,26,19,16,15,19,37,22,21,3,7,8,1,9,3,2,1
N00001569,329,28,17,19,20,27,35,25,28,34,20,13,13,10,12,14,11,1,1,1
N00001570,1119,108,131,140,114,71,87,90,65,66,44,61,51,41,21,9,15,2,2,1
N00001571,493,35,30,37,37,38,26,27,25,27,24,22,27,28,13,10,13,26,21,27
N00001572,355,32,25,33,42,30,15,20,12,24,29,31,24,18,6,1,5,4,4,0
N00001573,444,36,32,63,47,35,19,36,28,34,19,23,26,25,7,4,3,1,3,3
N00001574,310,31,20,20,28,25,26,21,12,21,21,28,10,17,13,5,7,3,2,0
N00001575,317,21,15,35,33,24,25,16,25,21,27,21,13,17,4,4,6,7,3,0
N00001576,365,16,17,32,48,36,19,11,17,29,20,24,36,31,17,4,4,3,1,0
N00001577,364,30,33,35,33,27,18,34,14,28,24,21,21,19,9,4,5,5,4,0
N00001578,312,11,21,29,36,18,25,19,13,17,20,29,25,16,13,7,6,3,2,2
N00001579,317,12,5,15,15,99,71,21,15,14,11,2,9,6,3,2,3,10,2,2
N00001580,328,11,14,18,18,46,48,34,29,16,15,21,15,13,4,8,9,6,3,0
N00001581,306,13,30,37,26,14,8,14,23,26,29,18,15,9,12,12,9,9,1,1
N00001582,293,9,15,10,13,47,27,17,12,25,14,12,20,7,7,4,8,13,20,13
N00001583,234,6,1,3,9,55,54,40,25,12,7,4,2,4,3,4,2,1,2,0
N00001584,184,0,6,2,3,32,24,20,5,13,18,16,5,5,6,16,3,4,3,3
N00001585,444,6,5,3,43,231,68,40,14,13,3,7,1,2,4,1,0,0,0,3
N00001586,254,8,8,5,7,49,38,27,14,21,8,8,5,4,8,19,6,12,7,0
N00001587,333,11,10,2,18,109,72,50,18,7,8,7,2,1,3,2,3,5,3,2
N00001588,290,14,8,8,19,83,50,29,18,12,15,8,8,3,4,4,3,3,0,1
N00001589,318,8,9,10,39,75,36,26,10,9,18,17,9,9,12,8,6,9,5,3
N00001590,356,8,4,3,28,121,77,44,21,8,5,5,4,5,4,4,3,5,6,1
N00001591,275,8,0,3,22,136,51,20,9,14,6,3,0,1,2,0,0,0,0,0
N00001592,305,21,6,7,18,83,54,23,9,11,11,6,7,3,9,13,9,8,6,1
N00001593,518,21,7,7,45,222,98,52,23,7,11,8,10,2,1,2,1,0,1,0
N00001594,364,16,6,2,20,176,51,31,15,10,12,8,5,2,2,2,5,0,1,0
N00001595,289,7,7,10,41,113,47,17,11,11,5,6,3,6,4,0,1,0,0,0
N00001596,395,3,1,9,28,240,69,16,8,4,1,6,1,0,0,1,0,3,3,2
N00001597,271,15,5,4,16,89,57,32,19,6,7,7,3,1,2,1,4,2,1,0
N00001598,381,9,2,7,43,187,42,24,13,3,8,10,5,4,5,2,6,3,7,1
N00001599,445,10,5,6,67,218,55,29,12,6,8,9,6,2,5,4,2,1,0,0
N00001600,317,13,9,7,18,118,44,27,21,12,7,8,6,7,6,1,1,8,4,0
N00001601,277,11,1,0,19,103,56,17,12,13,6,6,4,4,6,7,1,5,5,1
N00001602,342,10,8,15,29,102,42,27,19,17,18,13,8,7,6,4,2,5,8,2
N00001603,305,5,2,2,29,109,34,14,16,15,8,16,9,10,13,4,6,5,7,1
N00001604,276,16,9,5,15,29,41,29,24,24,20,18,8,12,9,4,4,3,3,3
N00001605,283,17,10,13,9,22,37,34,25,22,14,21,10,9,5,13,12,5,3,2
N00001606,197,12,6,5,9,23,29,24,17,15,13,9,5,13,6,1,5,4,1,0
N00001607,262,15,12,7,14,22,29,30,27,19,21,14,9,12,16,5,6,1,2,1
N00001608,238,15,15,10,8,16,31,34,17,20,9,10,20,10,9,6,3,4,0,1
N00001609,243,20,15,10,16,18,34,34,21,23,9,12,10,9,6,3,2,1,0,0
N00001610,220,5,10,16,11,20,29,21,32,16,28,8,7,7,7,1,1,1,0,0
N00001611,292,23,18,24,20,25,24,15,19,19,25,20,14,19,5,7,5,5,5,0
N00001612,295,24,25,35,20,15,18,27,19,23,18,13,11,6,9,10,8,8,4,2
N00001613,691,52,44,33,37,70,91,81,52,47,38,32,19,21,20,16,12,12,8,6
N00001614,245,25,12,5,9,30,34,30,19,10,13,9,13,12,10,8,1,2,3,0
N00001615,318,26,11,15,14,15,32,22,36,27,12,11,11,11,10,18,23,13,6,5
N00001616,299,22,15,21,17,28,25,22,27,30,16,19,5,8,13,12,9,3,4,3
N00001617,258,7,9,11,10,23,64,32,19,17,14,18,2,9,2,7,10,3,1,0
N00001618,236,18,9,13,21,28,18,20,19,18,19,14,8,8,6,6,5,3,3,0
N00001619,278,9,12,12,9,10,26,19,22,17,12,12,11,19,28,17,20,11,6,6
N00001620,333,27,16,23,21,37,48,36,27,18,20,15,8,10,12,7,6,2,0,0
N00001621,241,14,14,12,13,15,32,29,23,19,16,6,7,9,10,10,9,2,1,0
N00001622,240,11,15,9,28,26,22,22,27,21,13,8,5,14,7,5,3,3,1,0
N00001623,287,23,30,18,23,7,20,26,23,17,22,20,19,8,5,8,5,7,4,2
N00001624,150,13,2,3,3,10,8,10,7,6,10,13,19,6,19,4,9,2,4,2
N00001625,253,23,20,14,11,12,16,28,19,18,13,21,7,6,10,15,9,10,0,1
N00001626,236,27,9,7,9,18,35,14,13,10,12,18,13,18,11,11,6,2,2,1
N00001627,179,15,13,7,15,9,12,10,13,11,15,7,7,7,10,9,10,9,0,0
N00001628,248,16,8,8,22,18,16,12,13,7,21,22,19,6,21,8,14,13,4,0
N00001629,303,17,16,20,9,17,16,13,12,19,17,14,13,21,21,23,21,17,11,6
N00001630,214,25,8,14,10,21,18,12,14,13,15,12,13,11,12,2,3,9,2,0
N00001631,226,21,12,12,22,24,20,12,10,9,23,17,4,10,6,7,4,8,5,0
N00001632,244,13,8,12,19,20,18,6,11,13,16,18,9,17,10,17,13,16,8,0
N00001633,183,11,5,11,9,15,10,12,15,10,12,13,13,12,12,8,10,4,1,0
N00001634,229,13,15,10,17,13,20,15,16,13,16,19,9,15,8,12,11,5,1,1
N00001635,300,24,15,14,25,18,18,16,24,12,8,21,18,13,21,16,11,13,12,1
N00001636,170,9,8,10,12,12,17,4,14,8,10,16,9,8,7,5,4,9,8,0
N00001637,220,17,7,15,24,16,18,11,15,17,11,16,13,10,11,7,4,5,3,0
