ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC6603NI0209,Count,PERSONS,"All categories: Sex, All categories: Age, 8.Process, plant and machine operatives, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0210,Count,PERSONS,"All categories: Sex, All categories: Age, 8.Process, plant and machine operatives, Full-time hours worked per week: 49 or more hours"
DC6603NI0211,Count,PERSONS,"All categories: Sex, All categories: Age, 81.Process, plant and machine operatives, All usual residents aged 16 to 74"
DC6603NI0212,Count,PERSONS,"All categories: Sex, All categories: Age, 81.Process, plant and machine operatives, Part-time hours worked per week: Total"
DC6603NI0213,Count,PERSONS,"All categories: Sex, All categories: Age, 81.Process, plant and machine operatives, Part-time hours worked per week: 15 hours or less"
DC6603NI0214,Count,PERSONS,"All categories: Sex, All categories: Age, 81.Process, plant and machine operatives, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0215,Count,PERSONS,"All categories: Sex, All categories: Age, 81.Process, plant and machine operatives, Full-time hours worked per week: Total"
DC6603NI0216,Count,PERSONS,"All categories: Sex, All categories: Age, 81.Process, plant and machine operatives, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0217,Count,PERSONS,"All categories: Sex, All categories: Age, 81.Process, plant and machine operatives, Full-time hours worked per week: 49 or more hours"
DC6603NI0218,Count,PERSONS,"All categories: Sex, All categories: Age, 82.Transport and mobile machine drivers and operatives, All usual residents aged 16 to 74"
DC6603NI0219,Count,PERSONS,"All categories: Sex, All categories: Age, 82.Transport and mobile machine drivers and operatives, Part-time hours worked per week: Total"
DC6603NI0220,Count,PERSONS,"All categories: Sex, All categories: Age, 82.Transport and mobile machine drivers and operatives, Part-time hours worked per week: 15 hours or less"
DC6603NI0221,Count,PERSONS,"All categories: Sex, All categories: Age, 82.Transport and mobile machine drivers and operatives, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0222,Count,PERSONS,"All categories: Sex, All categories: Age, 82.Transport and mobile machine drivers and operatives, Full-time hours worked per week: Total"
DC6603NI0223,Count,PERSONS,"All categories: Sex, All categories: Age, 82.Transport and mobile machine drivers and operatives, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0224,Count,PERSONS,"All categories: Sex, All categories: Age, 82.Transport and mobile machine drivers and operatives, Full-time hours worked per week: 49 or more hours"
DC6603NI0225,Count,PERSONS,"All categories: Sex, All categories: Age, 9.Elementary occupations, All usual residents aged 16 to 74"
DC6603NI0226,Count,PERSONS,"All categories: Sex, All categories: Age, 9.Elementary occupations, Part-time hours worked per week: Total"
DC6603NI0227,Count,PERSONS,"All categories: Sex, All categories: Age, 9.Elementary occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI0228,Count,PERSONS,"All categories: Sex, All categories: Age, 9.Elementary occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0229,Count,PERSONS,"All categories: Sex, All categories: Age, 9.Elementary occupations, Full-time hours worked per week: Total"
DC6603NI0230,Count,PERSONS,"All categories: Sex, All categories: Age, 9.Elementary occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0231,Count,PERSONS,"All categories: Sex, All categories: Age, 9.Elementary occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI0232,Count,PERSONS,"All categories: Sex, All categories: Age, 91.Elementary trades and related occupations, All usual residents aged 16 to 74"
DC6603NI0233,Count,PERSONS,"All categories: Sex, All categories: Age, 91.Elementary trades and related occupations, Part-time hours worked per week: Total"
DC6603NI0234,Count,PERSONS,"All categories: Sex, All categories: Age, 91.Elementary trades and related occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI0235,Count,PERSONS,"All categories: Sex, All categories: Age, 91.Elementary trades and related occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0236,Count,PERSONS,"All categories: Sex, All categories: Age, 91.Elementary trades and related occupations, Full-time hours worked per week: Total"
DC6603NI0237,Count,PERSONS,"All categories: Sex, All categories: Age, 91.Elementary trades and related occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0238,Count,PERSONS,"All categories: Sex, All categories: Age, 91.Elementary trades and related occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI0239,Count,PERSONS,"All categories: Sex, All categories: Age, 92.Elementary administration and service occupations, All usual residents aged 16 to 74"
DC6603NI0240,Count,PERSONS,"All categories: Sex, All categories: Age, 92.Elementary administration and service occupations, Part-time hours worked per week: Total"
DC6603NI0241,Count,PERSONS,"All categories: Sex, All categories: Age, 92.Elementary administration and service occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI0242,Count,PERSONS,"All categories: Sex, All categories: Age, 92.Elementary administration and service occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0243,Count,PERSONS,"All categories: Sex, All categories: Age, 92.Elementary administration and service occupations, Full-time hours worked per week: Total"
DC6603NI0244,Count,PERSONS,"All categories: Sex, All categories: Age, 92.Elementary administration and service occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0245,Count,PERSONS,"All categories: Sex, All categories: Age, 92.Elementary administration and service occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI0246,Count,PERSONS,"All categories: Sex, Aged 16 to 64, All categories: Occupation, All usual residents aged 16 to 74"
DC6603NI0247,Count,PERSONS,"All categories: Sex, Aged 16 to 64, All categories: Occupation, Part-time hours worked per week: Total"
DC6603NI0248,Count,PERSONS,"All categories: Sex, Aged 16 to 64, All categories: Occupation, Part-time hours worked per week: 15 hours or less"
DC6603NI0249,Count,PERSONS,"All categories: Sex, Aged 16 to 64, All categories: Occupation, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0250,Count,PERSONS,"All categories: Sex, Aged 16 to 64, All categories: Occupation, Full-time hours worked per week: Total"
DC6603NI0251,Count,PERSONS,"All categories: Sex, Aged 16 to 64, All categories: Occupation, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0252,Count,PERSONS,"All categories: Sex, Aged 16 to 64, All categories: Occupation, Full-time hours worked per week: 49 or more hours"
DC6603NI0253,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 1.Managers, directors and senior officials, All usual residents aged 16 to 74"
DC6603NI0254,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 1.Managers, directors and senior officials, Part-time hours worked per week: Total"
DC6603NI0255,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 1.Managers, directors and senior officials, Part-time hours worked per week: 15 hours or less"
DC6603NI0256,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 1.Managers, directors and senior officials, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0257,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 1.Managers, directors and senior officials, Full-time hours worked per week: Total"
DC6603NI0258,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 1.Managers, directors and senior officials, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0259,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 1.Managers, directors and senior officials, Full-time hours worked per week: 49 or more hours"
DC6603NI0260,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 11.Corporate managers and directors, All usual residents aged 16 to 74"
DC6603NI0261,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 11.Corporate managers and directors, Part-time hours worked per week: Total"
DC6603NI0262,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 11.Corporate managers and directors, Part-time hours worked per week: 15 hours or less"
DC6603NI0263,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 11.Corporate managers and directors, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0264,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 11.Corporate managers and directors, Full-time hours worked per week: Total"
DC6603NI0265,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 11.Corporate managers and directors, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0266,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 11.Corporate managers and directors, Full-time hours worked per week: 49 or more hours"
DC6603NI0267,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 12.Other managers and proprietors, All usual residents aged 16 to 74"
DC6603NI0268,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 12.Other managers and proprietors, Part-time hours worked per week: Total"
DC6603NI0269,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 12.Other managers and proprietors, Part-time hours worked per week: 15 hours or less"
DC6603NI0270,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 12.Other managers and proprietors, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0271,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 12.Other managers and proprietors, Full-time hours worked per week: Total"
DC6603NI0272,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 12.Other managers and proprietors, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0273,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 12.Other managers and proprietors, Full-time hours worked per week: 49 or more hours"
DC6603NI0274,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 2.Professional occupations, All usual residents aged 16 to 74"
DC6603NI0275,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 2.Professional occupations, Part-time hours worked per week: Total"
DC6603NI0276,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 2.Professional occupations, Part-time hours worked per week: 15 hours or less"
DC6603NI0277,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 2.Professional occupations, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0278,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 2.Professional occupations, Full-time hours worked per week: Total"
DC6603NI0279,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 2.Professional occupations, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0280,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 2.Professional occupations, Full-time hours worked per week: 49 or more hours"
DC6603NI0281,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 21.Science, research, engineering and technology professionals, All usual residents aged 16 to 74"
DC6603NI0282,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 21.Science, research, engineering and technology professionals, Part-time hours worked per week: Total"
DC6603NI0283,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 21.Science, research, engineering and technology professionals, Part-time hours worked per week: 15 hours or less"
DC6603NI0284,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 21.Science, research, engineering and technology professionals, Part-time hours worked per week: 16 to 30 hours"
DC6603NI0285,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 21.Science, research, engineering and technology professionals, Full-time hours worked per week: Total"
DC6603NI0286,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 21.Science, research, engineering and technology professionals, Full-time hours worked per week: 31 to 48 hours"
DC6603NI0287,Count,PERSONS,"All categories: Sex, Aged 16 to 64, 21.Science, research, engineering and technology professionals, Full-time hours worked per week: 49 or more hours"
